;name;SKU;price;department;sector
125;Meia Cinza Listrada Peluciada Infantil Antiderrapante Carrinho Azul 6 a 12 Meses ;1002671062;30.90;moda;calçados-infantis
126;Meia Azul Marinho Peluciada Infantil Antiderrapante Carrinho 6 a 12 Meses ;1002671076;30.90;moda;calçados-infantis
127;Meia Rosa Claro Peluciada Infantil Antiderrapante 6 a 12 Meses ;1002671084;30.90;moda;calçados-infantis
128;Chinelo Infantil Rider Olé Azul Preto/Azul ;1002621572;29.99;moda;calçados-infantis
129;Chinelo Infantil Havaianas Top Disney Azul ;100511373;29.99;moda;calçados-infantis
130;CHINELO HAVAIANAS INFANTIL BABY BRASIL LOGO 21 MARINHO ;1002359889;;moda;calçados-infantis
131;SANDALIA INFANTIL DISNEY SWEET BABY N.22 AZUL ;1002359489;;moda;calçados-infantis
132;Meia Cano Longo Colorida Melancia Divertida WorldColors ;100517128;34.90;moda;calçados-infantis
133;Meia Cano Longo Colorida Estrelas de Cores Divertida WorldColors ;100525769;34.90;moda;calçados-infantis
134;CHINELO HAVAIANAS INFANTIL KIDS MAX 23/4 AZUL ;1002359644;;moda;calçados-infantis
135;CHINELO HAVAIANAS INFANTIL MARVEL CLASSICS 25/6 CINZA ;1002359916;;moda;calçados-infantis
136;CHINELO HAVAIANAS INFANTIL TOP DISNEY 27/8 VENTO ;1002727089;;moda;calçados-infantis
137;CHINELO HAVAIANAS FEMININO SLIM 39/0 ROSA PEACH ;1002727093;;moda;calçados-infantis
138;CHINELO HAVAIANAS FEMININO SLIM 35/6 ROSA PEACH ;1002727082;;moda;calçados-infantis
139;CHINELO HAVAIANAS INFANTIL TOP DISNEY 31/2 VENTO ;1002727097;;moda;calçados-infantis
140;;;;moda;calçados-infantis
141;Meias Cano Longo Star Wars ;1002717752;39.90;moda;calçados-infantis
142;Meias Cano Longo Baby Yoda ;1002717756;39.90;moda;calçados-infantis
143;;;;moda;calçados-infantis
144;Sandalia Feminina Slide Ipanema Solar Chinelo Rasteirinha ;1002708915;;moda;calçados-infantis
145;Sandalia Feminina Slide Ipanema Solar Chinelo Rasteirinha ;1002708916;;moda;calçados-infantis
146;Sandalia Feminina Slide Ipanema Solar Chinelo Rasteirinha ;1002708928;;moda;calçados-infantis
147;Sandalia Feminina Slide Ipanema Solar Chinelo Rasteirinha ;1002708924;;moda;calçados-infantis
148;Sandalia Feminina Slide Ipanema Solar Chinelo Rasteirinha ;1002708931;;moda;calçados-infantis
149;;;;moda;calçados-infantis
150;Kit 3 Pares de Meias Soquete Masculina Cia da Meia Azul ;1002685222;;moda;calçados-infantis
151;Kit 3 Pares de Meias Soquete Masculina Cia da Meia Preto ;1002685221;;moda;calçados-infantis
152;Chinelo Havaianas Top Logomania 2 ;1002661710;;moda;calçados-infantis
153;Chinelo Feminino Havaianas Slim Lisa Varias Cores ;1002661667;;moda;calçados-infantis
154;Chinelo Feminino Havaianas Slim Lisa Varias Cores ;1002661719;;moda;calçados-infantis
155;Chinelo Havaianas Slim Gloss Feminino ;1002661696;;moda;calçados-infantis
156;Chinelo Havaianas Brasil 10 Copa Do Mundo 2022 ;1002647726;;moda;calçados-infantis
157;Chinelo Havaianas Brasil 10 Copa Do Mundo 2022 ;1002647723;;moda;calçados-infantis
158;Sapameia Infantil Antiderrapante Meia Gumii Panda Inverno ;1002710495;33.50;moda;calçados-infantis
159;Sandália Infantil Menina Slide Tiras Ipanema Solar ;1002691825;42.12;moda;calçados-infantis
